RN,LATITUDE,LONGITUDE,ACCOUNT,REGION,COMPANY,SITE,REPORTING_YEAR,COUNTY,SIC,SIC_DESCRIPTION,CO_TPY,NOX_TPY,Pb_TPY,PM10_TPY,PM2_5_TPY,SO2_TPY,VOC_TPY
RN100211655,32.20497271,-98.23588031,EF0012C,4,SAINT-GOBAIN ABRASIVES INC,SAINT-GOBAIN ABRASIVES,2016,ERATH,3291,ABRASIVE PRODUCTS,0,0,0,1.185,0,0,6.42
RN100211655,32.20497271,-98.23588031,EF0012C,4,SAINT-GOBAIN ABRASIVES INC,SAINT-GOBAIN ABRASIVES,2016,ERATH,3291,ABRASIVE PRODUCTS,0,0,0,1.185,0,0,6.42
RN102285855,33.62509054,-96.3690296,FB0025U,4,LUMINANT GENERATION COMPANY LLC,VALLEY STEAM ELECTRIC STATION,2016,FANNIN,4911,ELECTRIC SERVICES,0,0,0,0,0,0,0.9327
RN100226844,29.91401944,-96.75354166,FC0018G,11,LOWER COLORADO RIVER AUTHORITY,FAYETTE POWER PROJECT,2016,FAYETTE,4911,ELECTRIC SERVICES,5218.6511,6132.5975,0.558,698.2397,461.8059,1102.1312,124.8371
RN100215136,30.00137253,-96.89229206,FC0051I,11,ETC TEXAS PIPELINE LTD,LAGRANGE PLANT,2016,FAYETTE,1321,NATURAL GAS LIQUIDS,66.2618,241.7023,0,6.3168,6.3168,3.0596,29.285
RN105377352,30.0220321,-97.00516381,FCA001A,11,LOWER COLORADO RIVER AUTHORITY,WINCHESTER POWER PARK,2016,FAYETTE,4911,ELECTRIC SERVICES,5.7371,1.6891,0,1.356,1.276,0.1167,1.2839
RN100228733,32.86593582,-100.2642465,FD0003I,3,ETC FIELD SERVICES LLC,HAMLIN GAS PLANT,2016,FISHER,1321,NATURAL GAS LIQUIDS,6.6086,27.4168,0,1.758,1.758,70.8858,17.7517
RN100222777,29.57865743,-95.77018326,FG0003V,12,ARCHER DANIELS MIDLAND COMPANY,RICHMOND FACILITY,2016,FORT BEND,2074,COTTONSEED OIL MILLS,0.24,2.44,0,48,10.5,0.01,33.17
RN100227560,29.4954283,-95.5852501,FG0010B,12,DENBURY ONSHORE LLC,THOMPSON COMPRESSOR STATION 1,2016,FORT BEND,1311,CRUDE PETROLEUM & NATURAL GAS,11.6658,6.0636,0,2.1059,2.1059,0,10.0274
RN100888312,29.48184917,-95.63396721,FG0020V,12,NRG TEXAS POWER LLC,WA PARISH ELECTRIC GENERATING STATION,2016,FORT BEND,4911,ELECTRIC SERVICES,5100.3708,4405.894,0.0591,1354.4749,1249.6526,34137.1403,131.9955
RN102895745,29.61908491,-95.63817171,FG0025L,12,NALCO COMPANY  LLC,SUGAR LAND PLANT,2016,FORT BEND,2899,"CHEMICAL PREPARATIONS, NEC",7.4567,4.168,0,1.8863,1.8835,0.0748,24.6679
RN100219393,29.5847176,-95.43098319,FG0042L,12,AKZO NOBEL SURFACE CHEMISTRY LLC,HOUSTON PLANT,2016,FORT BEND,2843,SURFACE ACTIVE AGENTS,11.5094,4.0128,0,10.4313,2.3693,0.8831,26.5985
RN101618882,29.54194137,-95.44745181,FG0053G,12,NALCO COMPANY LLC,NALCO FRESNO FACILITY,2016,FORT BEND,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",0.9476,0.7101,0,0.2793,0.2793,0.0238,4.5863
RN100218072,29.63727749,-95.61337208,FG0082W,12,CROWN CORK & SEAL USA INC,SUGARLAND CROWN CORK & SEAL USA,2016,FORT BEND,3411,METAL CANS,4.2954,4.8428,0,0.3884,0.3884,0.0266,79.4731
RN101864924,29.47863646,-95.95064268,FG0116H,12,HUDSON PRODUCTS CORPORATION,BEASLEY PLANT,2016,FORT BEND,3443,FABRICATED PLATE WORK (BOILER SHOPS),1.1399,1.6239,0,3.9411,2.0408,0.0131,28.9633
RN102543816,29.75348794,-95.80243295,FG0266K,12,KATY STORAGE AND TRANSPORTATION LP,KATY HUB AND STORAGE,2016,FORT BEND,4922,NATURAL GAS TRANSMISSION,5.3627,22.4659,0,1.5016,1.5016,0.8942,22.5044
RN102610102,29.55699721,-95.44144087,FG0536E,12,BLUE RIDGE LANDFILL TX LP,BLUE RIDGE LANDFILL,2016,FORT BEND,4953,REFUSE SYSTEMS,30.53,12.8,0,24.202,14.591,19.66,33.13
RN100216092,29.4738786,-95.62167649,FG0595L,12,BRAZOS VALLEY ENERGY LP,BRAZOS VALLEY ENERGY CENTER,2016,FORT BEND,4911,ELECTRIC SERVICES,115.8694,135.4279,0,60.8655,60.8655,6.2502,17.769
RN102803913,29.39477417,-95.72384549,FGA001A,12,FORT BEND REGIONAL LANDFILL LP,FORT BEND REGIONAL LANDFILL,2016,FORT BEND,4953,REFUSE SYSTEMS,10.562,1.395,0,30.859,11.109,0.105,5.917
RN107922478,29.58051044,-95.48466911,FGA021U,12,VICEROY PETROLEUM LP,SANTA ROSA PRODUCTION FACILITY,2016,FORT BEND,1311,CRUDE PETROLEUM & NATURAL GAS,0,0,0,0,0,0,1.9598
RN100224914,31.563324,-96.05041096,FI0082A,9,ENBRIDGE G & P EAST TEXAS LP,PLUM CREEK TREATING FACILITY,2016,FREESTONE,1311,CRUDE PETROLEUM & NATURAL GAS,0,0,0,0,0,0,0
RN102333853,31.89198541,-96.11898937,FI0129W,9,FREESTONE POWER GENERATION LP,FREESTONE ENERGY CENTER,2016,FREESTONE,4911,ELECTRIC SERVICES,161.3535,651.2431,0,73.8969,73.8969,12.9734,9.2004
RN102562220,31.52164891,-96.25324019,FI0138V,9,TREND GATHERING & TREATING LLC,FREESTONE CENTRAL,2016,FREESTONE,1311,CRUDE PETROLEUM & NATURAL GAS,6.18,33.068,0,1.99,1.99,0.127,23.3259
RN100217488,28.92430818,-99.08771652,FJ0012P,13,SOUTH TEXAS ELECTRIC COOPERATIVE  INC,PEARSALL POWER PLANT,2016,FRIO,4911,ELECTRIC SERVICES,40.2894,26.0048,0,38.2784,38.2783,0.7465,41.1425
RN100217587,35.20578585,-101.8348544,GA0174T,7,NORTHERN NATURAL GAS CO,SEMINOLE STATION,2016,GAINES,4922,NATURAL GAS TRANSMISSION,4.9786,19.4191,0,0.4011,0.4011,0.2063,0.1761
RN102536307,29.35800061,-94.98549439,GB0001R,12,BP AMOCO CHEMICAL COMPANY,TEXAS CITY CHEMICAL PLANT,2016,GALVESTON,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",79.5782,57.7431,0,14.738,14.7375,0.5286,93.851
RN102535077,29.3791025,-94.92985286,GB0004L,12,BLANCHARD REFINING COMPANY LLC,GALVESTON BAY REFINERY,2016,GALVESTON,2911,PETROLEUM REFINING,1449.482,1986.0173,0.0092,417.0729,376.8838,1499.0462,1546.7319
RN100218767,29.37539802,-94.89801968,GB0005J,12,NUSTAR TERMINALS PARTNERS TX LP,NUSTAR TEXAS CITY TERMINAL 1,2016,GALVESTON,4226,SPECIAL WAREHOUSING AND STORAGE,8.2078,3.3457,0,0.6704,0.6704,0.0533,120.7756
RN102911955,29.30182465,-94.82120838,GB0025D,12,GULF SULPHUR SERVICES LTD LLLP,GALVESTON SULPHUR TERMINAL,2016,GALVESTON,5052,COAL & OTHER MINERALS & ORES,14.4609,6.1265,0,9.8973,1.3084,3.1128,0.9862
RN100212463,29.40813748,-94.90918214,GB0032G,12,GULF COAST WASTE DISPOSAL AUTHORITY,40 ACRE FACILITY,2016,GALVESTON,4952,SEWERAGE SYSTEMS,0,0,0,0,0,0,3.0752
RN101062826,29.50726071,-95.0000729,GB0037T,12,NRG TEXAS POWER LLC,PH ROBINSON STATION ELECTRIC GENERATING STATION,2016,GALVESTON,4911,ELECTRIC SERVICES,0.1777,0.9524,0,0.0168,0.0168,0.0014,0.1526
RN100221282,29.45970869,-95.04338005,GB0054T,12,CALUMET DICKINSON REFINING LLC,DICKINSON FACILITY,2016,GALVESTON,2999,"PETROLEUM AND COAL PRODUCTS, NEC",0.3664,2.5919,0,13.1968,13.1968,0.0137,12.3235
RN100210608,29.37794693,-94.90932408,GB0055R,12,MARATHON PETROLEUM COMPANY LP,TEXAS CITY REFINERY,2016,GALVESTON,2911,PETROLEUM REFINING,259.5665,246.921,0.0012,78.7581,70.3539,64.6123,198.2147
RN100212620,29.38262151,-94.89348808,GB0060B,12,EASTMAN CHEMICAL TEXAS CITY INC,TEXAS CITY OPERATONS,2016,GALVESTON,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",31.2997,27.6547,0,12.0525,3.1462,0.1292,17.5828
RN100872977,29.37505579,-94.90451894,GB0065O,12,DALLAS GROUP OF AMERICA INC,DALLAS GROUP OF AMERICA,2016,GALVESTON,2819,INDUSTRIAL INORGANIC CHEMICALS,7.421,8.835,0,3.1038,1.79,0.0552,1.0881
RN100238385,29.37032095,-94.91223213,GB0073P,12,VALERO REFINING-TEXAS LP,TEXAS CITY REFINERY,2016,GALVESTON,2911,PETROLEUM REFINING,158.6801,378.6258,0.0555,330.1317,287.9505,152.5978,591.3112
RN100219351,29.37916425,-94.94482647,GB0076J,12,UNION CARBIDE CORPORATION,UCC TEXAS CITY PLANT,2016,GALVESTON,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",151.7548,76.2178,0.0001,28.4183,3.2734,1.0931,156.6534
RN101921138,29.31133338,-94.77482918,GB0081Q,12,UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON,UTMB GALVESTON,2016,GALVESTON,8221,"COLLEGES AND UNIVERSITIES, NEC",26.12,27.84,0,3.783,3.723,2.513,2.844
RN100224120,29.2495686,-94.8712008,GB0119Q,12,PELICAN ISLAND STORAGE TERMINAL LLC,PELICAN ISLAND STORAGE TERMINAL,2016,GALVESTON,5171,PETROLEUM BULK STATIONS & TERMINALS,2.2376,1.5976,0,0.2026,0.2026,0.0156,11.7287
RN100224245,29.37921651,-94.94221097,GB0153Q,12,TEXAS CITY COGENERATION LLC,TEXAS CITY COGENERATION,2016,GALVESTON,4911,ELECTRIC SERVICES,61.4686,233.8682,0,41.1,41.1,3.65,15.352
RN100221597,29.38790006,-95.05583608,GB0270L,12,GALVESTON COUNTY LANDFILL TX LP,GALVESTON COUNTY LANDFILL,2016,GALVESTON,4953,REFUSE SYSTEMS,78.64,14.45,0,20.9101,13.19,27.78,15.642
RN100220599,29.37820862,-94.90256898,GB0325L,12,PRAXAIR INC,TEXAS CITY,2016,GALVESTON,2813,INDUSTRIAL GASES,189.6802,14.79,0,1.81,1.81,0.4664,2.46
RN100542448,29.40943584,-95.19561479,GB0521J,12,WASTE MANAGEMENT OF TEXAS INC,COASTAL PLAINS RECYCLING & DISPOSAL FACILITY,2016,GALVESTON,4953,REFUSE SYSTEMS,21.61,4.01,0,11.963,7.316,7.633,14.5845
RN102496130,29.40943584,-95.19561479,GB0568G,12,TX LFG ENERGY LP,COASTAL PLAINS FACILITY,2016,GALVESTON,4911,ELECTRIC SERVICES,96.6377,22.2573,0,2.6135,2.6135,6.5909,4.5062
RN100218627,29.37548724,-94.90037378,GB0593H,12,BOLLINGER TEXAS CITY LP,BOLLINGER TEXAS CITY,2016,GALVESTON,3731,SHIP BUILDING AND REPAIRING,0,0,0,0.0005,0,0,0.8559
RN103934493,29.37904837,-94.92429062,GBA004D,12,SOUTH HOUSTON GREEN POWER LLC,SOUTH HOUSTON GREEN POWER SITE,2016,GALVESTON,4931,ELECTRIC AND OTHER SERVICES COMBINED,34.898,272.7298,0,237.268,231.2894,124.0998,8.6925
RN104095435,29.3791025,-94.92985286,GBA005E,12,PRAXAIR INC,TEXAS CITY HYDROGEN COMPLEX,2016,GALVESTON,2813,INDUSTRIAL GASES,35.118,26.8225,0,12.6133,10.1614,0.1187,13.6965
RN104579487,29.392764,-94.9250735,GBA007G,12,INEOS STYROLUTION AMERICA LLC,INEOS STYROLUTION TEXAS CITY PLANT,2016,GALVESTON,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",4.3223,76.8287,0,13.3079,13.3079,0.8141,31.4563
RN104248141,29.37032095,-94.91223213,GBA008H,12,VALERO REFINING-TEXAS LP,TEXAS CITY TANK FARM,2016,GALVESTON,5171,PETROLEUM BULK STATIONS & TERMINALS,0,0,0,0,0,0,21.0287
RN105404909,29.291361,-94.854671,GBA021U,12,SWS HOLDINGS BRADY ISLAND LP,PELICAN ISLAND YARD,2016,GALVESTON,3731,SHIP BUILDING AND REPAIRING,0,0,0,0.0005,0.0005,0,4.7184
RN100226919,28.69726267,-97.23675391,GF0002R,14,COLETO CREEK POWER LP,COLETO CREEK POWER STATION,2016,GOLIAD,4911,ELECTRIC SERVICES,3653.417,2048.9,0.0302,211.191,111.4192,8231.2,35.6562
RN102527397,35.51006628,-101.0429683,GH0001U,1,ETC FIELD SERVICES LLC,KINGSMILL COMPLEX,2016,GRAY,1321,NATURAL GAS LIQUIDS,77.2795,81.1708,0,4.4781,4.4781,0.3488,33.196
RN100221761,35.50102774,-101.0319833,GH0003Q,1,CABOT CORPORATION,PAMPA PLANT,2016,GRAY,2895,CARBON BLACK,1632.3686,1037.0925,0,54.2987,51.9694,1919.571,67.764
RN100225481,35.54686859,-100.6652587,GH0070B,1,NATURAL GAS PIPELINE CO OF AMERICA LLC,BOOSTER STATION 154,2016,GRAY,4922,NATURAL GAS TRANSMISSION,5.1293,19.0537,0,0.3981,0.3981,0.0242,1.2183
RN102004314,35.528913,-100.9896877,GH0099A,1,W & W FIBERGLASS TANK CO,W & W FIBERGLASS TANK,2016,GRAY,3087,CUSTOM COMPOUND PURCHASED RESIN,0,0,0,0.005,0.002,0,21.61
RN100629922,33.63647084,-96.82852901,GI0132Q,4,TEXOMA AREA SOLID WASTE AUTHORITY,TASWA SOLID WASTE DISPOSAL AND RECYCLING FACILITY,2016,GRAYSON,4953,REFUSE SYSTEMS,0,0,0,7.58,0.43,0,6.18
RN104120100,33.7853725,-96.54977025,GIA002B,4,FLORESTONE PRODUCTS CO,FLORESTONE PRODUCTS DENISON FACILITY,2016,GRAYSON,3088,"PLASTICS, PLUMBING FIXTURES",0.4069,0.485,0,0.037,0,0.0029,4.7162
RN102666450,32.50623517,-94.81221647,GJ0001D,5,ARI RAILCAR SERVICES LLC,ARI RAILCAR SERVICES LONGVIEW,2016,GREGG,4789,"TRANSPORTATION SERVICES, NEC",0.794,0.87,0,0.0646,0.0585,0.0051,20.2716
RN100237502,32.50359442,-94.86506861,GJ0003W,5,AMERICAN MIDSTREAM GAS SOLUTIONS LP,LONGVIEW GAS PLANT,2016,GREGG,1321,NATURAL GAS LIQUIDS,119.4617,515.6399,0,9.6258,9.6258,7.3713,45.3169
RN102383775,32.50799031,-94.81842405,GJ0027I,5,REXAM BEVERAGE CAN COMPANY,REXAM BEVERAGE CAN,2016,GREGG,3411,METAL CANS,2.7305,3.2863,0,0.2499,0.2499,0.0197,97.7067
RN100650779,32.45864885,-94.73279817,GJ0035J,5,JOY GLOBAL LONGVIEW OPERATIONS LLC,JOY GLOBAL LONGVIEW OPERATIONS,2016,GREGG,3531,CONSTRUCTION MACHINERY,33.8265,21.1868,0.03,15.0679,11.5523,1.3779,5.7484
RN100211572,32.50263227,-94.7911783,GJ0040Q,5,RESCAR COMPANIES,RESCAR,2016,GREGG,4789,"TRANSPORTATION SERVICES, NEC",0.8982,0.9839,0,0.0773,0.0733,0.0057,29.3143
RN102156916,32.37676894,-94.6397613,GJ0043K,5,SOUTHWESTERN ELECTRIC POWER COMPANY,AEP KNOX LEE POWER PLANT,2016,GREGG,4911,ELECTRIC SERVICES,5.64,113.5,0.0004,6.5504,6.55,0.4,4.8953
RN100211721,32.40487083,-94.84869643,GJ0045G,5,SKEETER PRODUCTS INC,SKEETER PRODUCTS,2016,GREGG,3732,BOAT BUILDING AND REPAIRING,0,0,0,0.5788,0.5788,0,52.878
RN102591781,32.48479953,-94.83226196,GJ0070H,5,MID VALLEY PIPELINE CO,LONGVIEW STATION,2016,GREGG,5171,PETROLEUM BULK STATIONS & TERMINALS,0,0,0,0,0,0,19.642
RN100219518,32.47155539,-94.76667874,GJ0082A,5,NORRIS CYLINDER COMPANY,HIGH PRESSURE GAS CYLNDR.,2016,GREGG,3443,FABRICATED PLATE WORK (BOILER SHOPS),2.8596,3.4045,0,3.0602,0.2588,0.0205,32.5732
RN102983582,32.45386951,-94.710762,GJ0083V,5,GULF SOUTH PIPELINE COMPANY LP,LONGVIEW #2 COMPRESSOR STATION,2016,GREGG,4922,NATURAL GAS TRANSMISSION,0.5,7.06,0,0.37,0.23,0.01,13.947
RN100224187,32.45632156,-94.70858168,GJ0119C,5,TEXAS EASTERN TRANSMISSION LP,LONGVIEW COMPRESSOR STATION,2016,GREGG,4922,NATURAL GAS TRANSMISSION,0.4737,0.4377,0,0.0243,0.0243,0.0018,8.3493
RN102161973,32.49447743,-94.81595087,GJ0121P,5,GENPAK LLC,POLYTHERM PLT,2016,GREGG,3089,"PLASTICS PRODUCTS, NEC",0.39,0.46,0,0.958,0.958,0.0028,28.8592
RN100825421,32.45553247,-94.72736376,GJ0188G,5,GULF SOUTH PIPELINE COMPANY LP,LONGVIEW 1 COMP STATION,2016,GREGG,4922,NATURAL GAS TRANSMISSION,0,0.04,0,0.1,0.01,0,3.8807
RN101909737,32.447563,-94.83058518,GJ0212L,5,PINE HILL FARMS LANDFILL TX LP,PINEHILL LANDFILL,2016,GREGG,4953,REFUSE SYSTEMS,43.26,9.49,0,9.6151,4.5708,2.05,10.37
RN102411063,30.366429,-96.09111003,GK0075J,9,NATIONAL OILWELL VARCO LP,VARCO NAVASOTA COATING PLANT,2016,GRIMES,3479,METAL COATING AND ALLIED SERVICES,15.1935,19.5457,0,14.2914,14.2914,0.1007,30.0992
RN100245539,30.59931813,-95.91694653,GK0077F,9,TENASKA FRONTIER PARTNERS LTD,TENASKA FRONTIER GENERATION STATION,2016,GRIMES,4911,ELECTRIC SERVICES,226.0956,593.2836,0,46.9529,35.1889,9.0576,26.6003
RN102413689,29.57912559,-98.02374385,GL0028H,13,STRUCTURAL METALS INC,FURNACE & STEEL MILL,2016,GUADALUPE,3312,BLAST FURNACES AND STEEL MILLS,570.5183,105.5403,0.107,126.8692,108.2818,87.7836,34.5278
RN102799780,29.59241606,-98.03300603,GL0034M,13,GEORGIA-PACIFIC GYPSUM II LLC,MCQUEENEY WALLBOARD,2016,GUADALUPE,3275,GYPSUM PRODUCTS,41.8774,28.9128,0,16.5752,16.4326,0.3651,12.9251
RN100219922,29.59181739,-98.00202325,GL0049W,13,XERXES CORPORATION,XERXES SEGUIN PLANT,2016,GUADALUPE,3089,"PLASTICS PRODUCTS, NEC",0.1041,0.1242,0,0,0,0.0009,99.7067
RN100225820,29.62545201,-98.14526524,GL0135F,13,GUADALUPE POWER I LLC,GUADALUPE GENERATING STATION,2016,GUADALUPE,4911,ELECTRIC SERVICES,196.6915,671.8932,0,88.1522,85.9015,12.9052,9.805
RN100851211,29.58772472,-98.04387146,GL0145C,13,REPUBLIC PLASTICS LTD,SEGUIN FOAM PLANT,2016,GUADALUPE,3086,"PLASTICS, FOAM PRODUCTS",0,0,0,0.034,0.034,0,173.8
RN100218742,29.59439935,-97.97055688,GL0146A,13,CITY PUBLIC SERVICE BOARD,RIO NOGALES POWER PLANT,2016,GUADALUPE,4911,ELECTRIC SERVICES,58.0387,325.0167,0,85.3848,84.8314,6.7189,4.8349
RN104314273,29.65568771,-97.7431473,GLA001A,13,LONESTAR FIBERGLASS POOLS LLC,LONESTAR FIBERGLASS POOLS,2016,GUADALUPE,3089,"PLASTICS PRODUCTS, NEC",0,0,0,0.0016,0.0006,0,4.5712
RN104444526,29.60186973,-98.28217484,GLA002B,13,ARMORTEX INC,SAFEGUARD SECURITY SERVICES,2016,GUADALUPE,2295,"COATED FABRICS, NOT RUBBERIZED",0,0,0,0,0,0,3.316
RN105667349,29.57146008,-97.99628559,GLA005E,13,CATERPILLAR INC,CATERPILLAR SEGUIN ENGINE CENTER,2016,GUADALUPE,3519,INTERNAL COMBUSTION ENGINES,12.68,45.65,0,7.0214,4.7014,0.1203,4.6628
RN100215086,34.17632918,-101.7473834,HA0106T,2,AZTECA MILLING LP,AZTECA MILLING PLAINVIEW PLANT,2016,HALE,2041,FLOUR & OTHER GRAIN MILL PRODUCTS,44.037,52.434,0,63.048,0.378,0.313,2.875
RN101983278,34.17669507,-101.6261331,HA0179P,2,PLAINVIEW BIOENERGY LLC,PLAINVIEW BIOENERY,2016,HALE,5153,GRAIN AND FIELD BEANS,23.02,29.06,0,34.68,33.703,0.64,64.76
RN101983278,34.18448593,-101.7030741,HA0179P,2,PLAINVIEW BIOENERGY LLC,PLAINVIEW BIOENERY,2016,HALE,5153,GRAIN AND FIELD BEANS,23.02,29.06,0,34.68,33.703,0.64,64.76
RN105862510,33.86187266,-101.843851,HAA002B,2,GOLDEN SPREAD ELECTRIC COOPERATIVE INC,ANTELOPE STATION,2016,HALE,4911,ELECTRIC SERVICES,42.436,35.4711,0,26.7486,26.7486,10.7683,52.6892
RN100219955,36.49239875,-101.4687073,HD0014P,1,DCP OPERATING COMPANY  LP,SHERHAN GAS PLANT,2016,HANSFORD,1321,NATURAL GAS LIQUIDS,419.8298,782.5111,0,107.9009,107.9009,47.3105,187.2596
RN100218510,36.49368561,-101.4687677,HD0029C,1,ANR PIPELINE COMPANY,EG HILL COMPRESSOR,2016,HANSFORD,4922,NATURAL GAS TRANSMISSION,69.3928,1983.2022,0,18.8102,18.8102,0.1908,49.7822
RN100216209,34.31701026,-99.82231447,HE0006D,3,GEORGIA-PACIFIC GYPSUM LLC,ACME WALLBOARD PLANT,2016,HARDEMAN,3275,GYPSUM PRODUCTS,123.5192,45.6731,0,114.061,69.1484,0.3142,61.0345
RN101969194,30.44047417,-94.17236821,HF0003V,10,ENTERPRISE PRODUCTS OPERATING LLC,SILSBEE COMPRESSOR STATION,2016,HARDIN,4922,NATURAL GAS TRANSMISSION,12.5754,21.2338,0,0.6628,0.6628,0.0391,29.8891
RN100214998,30.35415746,-94.17604045,HF0010B,10,LOUISIANA-PACIFIC CORPORATION,SILSBEE OSB MILL,2016,HARDIN,2493,RECONSTITUTED WOOD PRODUCTS,0.0125,0.0574,0,0.0035,0.0035,0.007,0.0039
RN100216647,30.37272219,-94.17297211,HF0011W,10,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY,2016,HARDIN,3537,INDUSTRIAL TRUCKS AND TRACTORS,0.9677,1.152,0,0.0878,0.0877,0,5.6142
RN101995611,30.39894826,-94.2273607,HF0017K,10,SOUTH HAMPTON RESOURCES INC,SOUTH HAMPTON RESOURCES,2016,HARDIN,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",70.5387,74.6074,0,6.074,6.074,0.4821,55.5552
RN101985653,30.15520365,-94.44520439,HF0019G,10,FLINT HILLS RESOURCES PORT ARTHUR LLC,SOUR LAKE OLEFINS FACILITY,2016,HARDIN,4613,REFINED PETROLEUM PIPELINES,0.6104,1.0124,0,0.0481,0.0481,0.0009,9.8302
RN100224088,30.14363546,-94.40382049,HF0025L,10,CITGO PIPELINE COMPANY,SOUR LAKE,2016,HARDIN,4612,CRUDE PETROLEUM PIPE LINES,0,0,0,0,0,0,29.9936
RN100214659,30.34948558,-94.14167228,HF0034K,10,CLEARSTREAM WASTEWATER SYSTEMS INC,SILSBEE PLASTICS PLANT,2016,HARDIN,3089,"PLASTICS PRODUCTS, NEC",0,0,0,0.0038,0,0,7.2027
RN100211838,30.17723206,-94.50226643,HF0042L,10,TRANSCONTINENTAL GAS PIPELINE COMPANY LLC,STATION 40,2016,HARDIN,4922,NATURAL GAS TRANSMISSION,0.1926,0.2212,0,0.0172,0.0172,0.0002,0.9688
RN101378875,29.56757777,-95.19264965,HG0002M,12,AAA BLAST COTE INC,AAA CLEANING FACILITIES NO 1 7 NO 2,2016,HARRIS,3471,PLATING AND POLISHING,0,0,0,0,0,0,17.5452
RN102041282,29.70201247,-95.07079159,HG0010N,12,AIR PRODUCTS LLC,LA PORTE FACILITY,2016,HARRIS,2813,INDUSTRIAL GASES,133.4605,34.7171,0,41.2835,41.2815,2.4411,2.366
RN100221324,29.71311585,-95.19340031,HG0011L,12,AIR PRODUCTS LLC,PASADENA FACILITY,2016,HARRIS,2813,INDUSTRIAL GASES,12.4761,28.2595,0,15.397,15.396,0.256,6.7014
RN102180486,29.74105803,-95.21184141,HG0017W,12,MAGELLAN TERMINALS HOLDINGS LP,GALENA PARK TERMINAL,2016,HARRIS,4226,SPECIAL WAREHOUSING AND STORAGE,3.8986,5.4753,0,0.9221,0.8234,0.035,296.3832
RN100671445,29.76162375,-95.25588083,HG0028R,12,LONGHORN GLASS MANUFACTURING LP,LONGHORN GLASS,2016,HARRIS,3221,GLASS CONTAINERS,2.027,61.653,0,62.4971,57.449,174.504,7.613
RN100671445,29.76162375,-95.25588083,HG0028R,12,LONGHORN GLASS MANUFACTURING LP,LONGHORN GLASS,2016,HARRIS,3221,GLASS CONTAINERS,2.027,61.653,0,62.4971,57.449,174.504,7.613
RN101041598,29.60364292,-95.02823283,HG0029P,12,LBC HOUSTON LP,LBC HOUSTON BAYPORT TERMINAL,2016,HARRIS,4226,SPECIAL WAREHOUSING AND STORAGE,50.3363,16.7135,0,1.3871,1.3871,0.1494,53.1786
RN100211697,29.77450207,-95.27272219,HG0030H,12,ANHEUSER-BUSCH INC,ANHEUSER BUSCH HOUSTON BREWERY,2016,HARRIS,2082,MALT BEVERAGES,50.1521,17.4494,0,53.8499,53.3128,5.3268,198.7263
RN100542281,29.80620375,-95.1246941,HG0033B,12,EQUISTAR CHEMICALS LP,CHANNELVIEW COMPLEX,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2290.5616,1213.7709,0,242.4281,213.7231,20.2418,682.6427
RN102576063,29.70616976,-95.24984823,HG0035U,12,FLINT HILLS RESOURCES HOUSTON CHEMICAL LLC,FLINT HILLS RESOURCES HOUSTON CHEMICAL,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",135.5303,211.4861,0,42.5218,41.9474,21.8808,62.1917
RN100212109,29.72809435,-95.08976131,HG0036S,12,TOTAL PETROCHEMICALS AND REFINING USA INC,LA PORTE PLANT,2016,HARRIS,2821,PLASTICS MATERIALS AND SYNTHETIC RESINS,52.5608,33.0892,0,29.9835,25.8022,0.1151,59.863
RN104262704,29.64187533,-95.06537241,HG0037Q,12,AKZO NOBEL CHEMICALS LLC,AKZO NOBEL PASADENA SITE,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",0.8203,0.726,0,0.6842,0.6796,0.1185,11.6536
RN100218130,29.70853264,-95.24134843,HG0048L,12,HOUSTON REFINING LP,HOUSTON REFINING,2016,HARRIS,2911,PETROLEUM REFINING,320.2652,766.9436,0,178.7251,172.729,866.051,809.1505
RN100223379,29.61703301,-95.05493353,HG0052U,12,WR GRACE & CO-CONN,GRACE PASADENA CATALYST SITE,2016,HARRIS,2819,INDUSTRIAL INORGANIC CHEMICALS,10.9906,6.2052,0,4.7884,4.7884,0.0708,27.8902
RN100683002,29.77878181,-95.14438928,HG0066J,12,RESCAR COMPANIES,RAILCAR SERVICES CHANNELVIEW,2016,HARRIS,4789,"TRANSPORTATION SERVICES, NEC",0.5036,0.5006,0,0.0663,0.0585,0.0029,15.4811
RN100233998,29.62152606,-95.04415148,HG0071Q,12,AIR LIQUIDE AMERICA CORPORATION,AIR LIQUIDE BAYPORT COMPL,2016,HARRIS,2813,INDUSTRIAL GASES,280.6004,333.198,0,63.9217,58.3817,5.7283,20.7295
